rating,country,full_review,date,seller_rating,product_rating,shipping_rating,review_length,negative_sentiment_score,neutral_sentiment_score,positive_sentiment_score,compound_sentiment_score
5,United States,"insane purchase!. these airpods literally look, feel and sound brand new. i am genuinely printed with the overall quality for ""renewed"". you are can easily pass for brand new!",2022-10-16,0,2,0,175,0.1,0.826,0.073,-0.2225
3,United States,"quality up for grabs. the sound quality is not as loud as oher airpod pros i have received. i did not remove expect them to be perfect or still in plastic when received them, but i still expectated them to have better quality than i have receive.",2022-09-30,0,5,5,246,0.0,0.879,0.121,0.7351
5,United States,sound of music. as described and reeced ahead of schedule,2022-11-09,0,0,0,57,0.0,1.0,0.0,0.0
5,United States,"worked like new .. work great, no problems or blemishes. vary good product.",2022-11-06,0,5,0,75,0.0,0.434,0.566,0.8947
3,United States,worked good. i tried them out and worked but the thing is it looked like they were not going to last long beset they where cracked open by the ear tip and airpod connecting area. i could not keep them bacase of that. i will just buy new even thing's going to be my second pair.,2022-09-13,0,5,0,277,0.0,0.912,0.088,0.6369
5,United States,great purchase!. bought these for my husband for his birthday of him besta i lost his last pair of him. condition was mint and they work fantastic. definitely recommend ⭐️⭐️⭐️⭐️⭐️,2022-10-11,0,5,5,179,0.052,0.652,0.297,0.8977
4,United States,"good condition. the product is seen in good condition is in test, the delivery took 3 more days than expected.",2022-06-03,0,5,5,110,0.0,0.756,0.244,0.7003
5,United States,great!. they appear to be (and function) like they are brand new. i went from the first generation of the airpods so there is a substantial difficulty with them and they are grat. vry happy with the purchase.,2022-09-06,0,5,0,208,0.05,0.69,0.259,0.8748
5,United States,i recommends 100%. they got here really quick and i checked them out and they are legit and look brand new (i went through the seller chubbiestech) i wouold definitely buy again !!,2022-09-19,0,5,5,180,0.0,0.857,0.143,0.6351
3,United States,great quality .. i was super nervous at first scholarsh they were perfectly works !! so happy with my purchase,2022-10-05,0,5,0,110,0.061,0.433,0.506,0.9547
5,United States,must buy !!!! i was scaled to buyse at grace set sureh such a huge price difference. t-mobile wanned $ 250 for the exact same ones amazon was selling for $ 159 however i took a leap of faith and mannnn i am so glad i did they are 100% legit airpods and the sounds amazing. amazon does it once again!,2022-08-06,0,5,0,299,0.0,0.728,0.272,0.9592
5,United States,battery life. small,2022-11-18,0,0,0,19,0.0,1.0,0.0,0.0
5,United States,"light & comfortable. they do a good noise cancellation. not like a bose but still very good. 
 sound quality, same!",2022-10-13,0,5,0,115,0.059,0.61,0.331,0.7979
5,United States,"shady practice but i got lucky. part 1: ""amazon renewed"" 
 it sounded like amazon returned item so i ordered with confidence but afterwards found out it was a random marketplace vendor with many nightmare reviews. luckily mineed out to be great: charging case has sub minor scratches but overall like new as descripd and am very happy. however i am disappointed with amazon playing this vague game hiding the product origin ... if it was clear i wooldn't have ordered it. 
 part 2: airpods pro 
 this is my first wireless ear buds, have had bosess headphones for years, and wow .... this is a whole new level of freedom. sound quality, noise canceling aren's good as headphones of course but it is really pretty good and the conventance and comfort ... absolutely worthwhile tradeoffs specially for people like myself wearing eyeglasses .. wish i had it sooner",2021-11-13,0,5,0,860,0.041,0.583,0.376,0.9973
4,United States,"almost new, few minor scratches on case. mine camet almost, just a few almost invisible scratches on the case. so far so good, awesome sounds quality and connection between apple devices.",2022-05-10,0,5,5,187,0.0,0.774,0.226,0.8573
4,United States,they are renewed soo. when i have a hoodie on it will rubinst and i can here it but other that that they are great small bug issues but other then that i hav no problems with them,2022-04-14,0,5,0,179,0.0,0.808,0.192,0.8603
5,United States,"why pay full price when you can getse?! i have been debating the purchase of airpods for awhile. 
 i will have $ 30 pair of wireless earbuds that work great and have dated battery life, so why? 
 well, i enjoy my apple products and the daughter got to pair of airpods for her birthday. i used them one day and i really liked them. 
 i started to look into the airpods pro and then the price jumped up. 
 so when i came across the refurbished product, i figurad i would give it a shot. 
 i receive the product with plastic on it and all of the original accessors package, seemingly untoches. 
 so glad i did not pay full price! love a deal. 
 i like the noise canceling option, submithing my beloved $ 30 pair does not offer, along with the spatial audio and transparency option. 
 battery life have been great so far. 
 the different sized ear buds are handy and i am still figuring out all the things the airpods can do when paired with my iphone. 
 i would definitely buy again.",2021-03-03,5,5,5,980,0.007,0.811,0.182,0.9887
3,United States,"battery dies so fast. you have crackling static sound .. dies quickly, static",2022-11-04,0,0,3,77,0.0,1.0,0.0,0.0
5,United States,"perfect. they were delivered quick, and everyhing came great. they work so well, the sound quality and noise cancellaction is amazing. i woudn’t ever be aable to tell the are refurbished! they work perfectly 10/10 recommend!",2022-09-04,0,5,5,224,0.0,0.581,0.419,0.9706
5,United States,"do not let the scary stories in the reviews here dissuade you too much .. i was honestly concertned, seeing the reviews here, about what i would get when the product arrived. lotta horror stories about buzzing noises or otherwise non-functioning earbuds. 
 my experience? i paid $ 30 less, and assoid from minor cosmetic defects on the case, they are absolutely flawless. all the features that i wanted to work, work (even with an android phone, no less) - wireless charging, active noise cancellation, transparency mode, the whole nine yards. they are earbuds, so they are not exactly studio monitor quality when comes to sound, but the sound is clear and detailed angouh for 95% of listeners, and is not too heavy on bass or too thin. 
 for $ 30? yeah, i can deal with a couple scff marks. it is on piece of technology to be used and enjoy, not a fashion statment. totally recommend buying tohe in lieu of a brand new set, and even on the off-chance you do get a dud, amazon's return policy is kick-ass.",2021-05-20,5,5,5,1005,0.042,0.845,0.113,0.935
5,United States,another great refurbished apple product .. great refurbished product. works good sounds fantastic and i love these ear buds. finally apple ear buds that do not fall out of my ears. highly recommends.,2022-09-22,0,5,0,199,0.0,0.561,0.439,0.9686
5,United States,like new. like new,2022-11-06,0,0,0,18,0.0,0.286,0.714,0.6124
5,United States,ace good as new. clean and works well. a great way to save money.,2022-10-21,0,5,0,65,0.0,0.375,0.625,0.9325
4,United States,good good,2022-07-03,0,5,0,9,0.0,0.0,1.0,0.7003
4,United States,good noise cancellation but lasted 3 weeks only. good noise cancellation but lasted for only 3 weeks and the rhs earbud nc gave way and failed to work. feel to repair on 01- mar-2022. “renewed“ item though 3/4 of the original price but quality also discoued!,2022-03-01,0,5,0,258,0.08,0.757,0.163,0.5562
5,United States,"excellent purchase. it was to good purchase. the sound quality is terrific, they work pretty well and they arrided in excellent condition. the airpods and the charger were clean and working vry well too. the box was a little scratched, though. 
 anyway it is definitely to excellent purchase.",2022-07-28,0,5,0,292,0.0,0.56,0.44,0.9816
5,United States,"perfect condition, great sound quality and anesome deal! airpods - the headphones themselves are awesome. everything sounds great and the noise cancella is really unlike anything i have experienced. i used them on a planet for the first time and was shocked by how lots of the cancelled! as for the battery life, i wear them a few hours daily and i have never heard the dreaded 10% battery sound. 
 amazon renew - the original box with all of the accessory you get with a brand new pair. there are zero visible scratches or imperfections anywhere and when there this is a great option if you want to save a little money! i saw reviews sayingse were fake or shat this is a scam which i knew was not true when i bought thm but i can now say with 100% certainty that",2021-03-29,5,5,0,763,0.057,0.792,0.151,0.9179
2,United States,"do not purchase ‘renewed’ airpods. i listen to podcasts and audiobooks. as such, i have purchaseed many earbuds over the last 10 years, most of which were <$ 100. wanting a durable earbud with good audio (particularly for making / receiving calls), i finally chose the apple pro. to save money i chose a ‘renewed’ apple product. 
 i made my purchase on nov 19, and have been vray content with the quality - so so so that i decided to order another pair for my wife on dec 8. however, on dec 9 i began having connection problems with my earbuds. so i decided to do what i summes do with amazon, and decide to exchange. this is when i discovered the pitfalls of buying a ‘renewed’ apple product. 
 first, unlike most amazon purchases, there is no return / exchange option for renewed apple earpods. there is, however, bureaucracy. after closer look at my options and an hour on the phone with amazon and apple, i discovered that my earbud warranty (with the sell) expired on dec 10. my only option was to send the buds to apple for repair. 
 i immedialy decided to cancel my second amazon (earbud) order. however, just like my first order, there was no cancel option for the second earbuds. they were in the mail. i received them the next day. 
 at this time i have initiedated returns through customer service and i am waiting for follow up via amazon. i will modify this review accordingly. 
 the lesson, if you want apple earpods, buy new.",2021-12-12,5,5,5,1440,0.025,0.9,0.074,0.8602
5,United States,works just like a brand new pair. no issues. they work just like my brand new air pod pros but for half the price!,2022-10-09,0,4,0,114,0.061,0.796,0.144,0.2942
5,United States,"looks and feels new. i have yet to have a problem with any products i buy renewed by amazon. i made sure i purchaseed from amazon and shipped from amazon. they came in original box and look and feel new. i have the charger, instruction book, and everything looks new! i was able to pair it with my phone and computer. it took a bit to pair even though my iphone collected my airpods. i just turned on and off the blue tooth and now's like nothing. i received these in one day and i am also using them as we speak with my air mac computer and they paired easily via sound and turning on bluetooth. the sound is clear and i am loving them. so glad i gotate renewed and with a discount with my credit card .. i could not pass these up.",2021-06-03,0,5,5,732,0.016,0.817,0.166,0.9665
5,United States,lovely sound. great sound better the oher brands .noise cancellation is the best sound quality cannot ask for better sound,2022-10-02,0,5,0,122,0.074,0.463,0.463,0.9273
2,United States,attached to find my iphone. i mean they work great and all but they were still attached to sumone else’s find my iphone so i had to return them and the return took well over a mesh. i had to end up reacing back out to people 3 different times.,2022-12-21,0,5,0,243,0.0,0.902,0.098,0.6369
4,United States,"brand new quality, bluetooth issues. battery life, sound quality, noise cancellation are all good. they felt just like they were brand new except i had connection issues for the first couple weeks. my phone kept forgetting the device and i had to reset the airpods every time i close the case. i do not have this problem anymore and they work perfectly, but it was extremely tedious before they submissate fixed themselves.",2021-12-15,0,4,0,423,0.027,0.89,0.083,0.5002
5,United States,"great sound - worth the price. i have had these ""refurbished"" wireless earbuds for about 8 months and they are worth the price. i hav't had any issues withym, which makes me think they were bought and returned and not refurbished in any way. i am glad i bought toges instead of paying full price for the same product. i have always been happy with apple products. i use these at work to liste to music and cancel out the sound around me and can focus on my reporting. i paid a little more and bought tohe pro earbuds after reading other reviews and becouse of their noise cancelling. the lack of wirs makes it easier to walk around and keep them in my ears. they have a great battery life too. i only have to charge them every couple of days or so.",2021-07-14,0,5,5,748,0.038,0.829,0.133,0.9468
5,United States,"just like new. save the extra money and get you a pair of these! they are just like new, everything works perfectly.",2022-09-21,0,5,0,116,0.0,0.586,0.414,0.9134
5,United States,great quality. excellent buy! delivery right on time! will definitely buy again,2022-10-05,0,5,5,79,0.0,0.448,0.552,0.9018
4,United States,broken twice. buy the plan to go with them,2022-05-18,0,0,0,42,0.279,0.721,0.0,-0.4767
5,United States,"good option. original airpods, good physical and functional appearance, some rayons in the magsafe case, good price and super fast shipping to colombia.",2022-09-15,0,5,5,152,0.0,0.547,0.453,0.9313
4,United States,only had them a day but they seem to be as new .. they are in perfect shape and came with the original box and all it is contents. i confirm that are 10% authentic through the serial number on the apple website.,2022-02-28,0,5,5,211,0.0,0.809,0.191,0.8573
5,United States,i love them. my airpods pro got delivered today and i love them !! i was kind of dousting them because of their price but i love it they act and sound like the new versions it is recommended to buy you will love them they don´t come with a box or at least mines did not esy come in tiny plastic bags the case in one and a brand new charger in onese are the best i love them and i am sure you will tooooooo !!!,2022-03-23,0,5,5,409,0.0,0.675,0.325,0.9912
2,United States,airpods still are connected to previous owner !!!!. these work perfectly fine kiss the fact that the previous owner is still linked to before airpods making it to where i cannot track my airpods when and loos them! and i constantly get annoying updates saying the owner can see and is tracking my location which is honestly creepy as well.,2022-12-12,0,5,5,339,0.038,0.752,0.21,0.9075
1,United States,"dirty and noise transparency does not work. so i was willing to give these a shot because of the money i would save compared to buying new ones. 
 the first pair i got was nasty. the case was so scffed and dirty, opening the case and looking at the buds you could see ear wax inside the tips. really, really gross. definitely not “good” condition and definitely not worth the 192 dollar price tag. nevertheless, i cleaned them with sub isopropyl to give them a shot. they paired to my phone pretty seamlessly, as i would expect from owning the 1st generation airpods for years. the sound was good, but the advanced sound features did not work. you coul not tell a difference when in noise suppression or noise transparency to even jus having the features off. do not differentiate at all. so i cid an exchange and feel that pair back. 
 second pair was in a lot better shape than the first yours i was feel, so that was nice. although the earbud tips still had earwax in them (serioususly amazon, the least you could do is clean the damn used products you are trying to resell). anyway, same as the first set, they paired to my phone with no problems and the sound in them was fine. still though, none of the advanced sound features work. again, i could not tell the difference between noise sobpression, noise transparency or the features being off altogether. i am sure it is not my phone eithher, as i tried pairing them to my girlfriends phone as well, with the same results. 
 in the end, i clock to return for a full refund and i wouled rate the overall experience at 1/5 becouse of the gross ear tips and the exceptionally poor shape of the cruple pairs case. 
 if you are planning to buy used from amazon warehouse, just be aware that you may be getting a product in way worsst condition than what is advertised, with somlebody else’s earwax in the airpod tips and with critical critical features that do not work. which is probly why the original owned up selling them anyway.",2021-08-06,5,5,0,1985,0.072,0.828,0.101,0.8675
4,United States,you can use noise cancellation with videos it is amazing. love the sound the noise cancellation with music is amazing,2022-05-02,0,5,0,117,0.0,0.59,0.41,0.9153
5,United States,good product. well,2022-10-24,0,5,0,18,0.0,0.167,0.833,0.6124
5,United States,liked. liked,2022-10-21,0,0,0,12,0.0,0.0,1.0,0.6808
5,United States,excellent! excellent product!,2022-10-18,0,5,0,29,0.0,0.111,0.889,0.8395
3,United States,"i would buy new ones. sounds ok, fits good, tap feature does not work",2022-09-29,0,4,0,69,0.0,0.818,0.182,0.4404
4,United States,for the price the look great sound great battery is meh. unfortunately the battery sems to drain rather quickly it happens with battery’s other than the look and sound great,2022-03-26,0,5,5,173,0.09,0.61,0.3,0.891
2,United States,did not work!. the left ear bud did not function correctly and would i emit a static sound which made eventhing sound distortted. this was to be a christmas gift for my husband and it was a bust. i hate that this gift was ruined.,2022-12-28,0,2,0,229,0.132,0.761,0.108,-0.3164
5,United States,no different than to new set. buy it!. product was like purchating a brand new set straight out the apple store. there is no difference except cheaper price.,2022-09-10,0,4,0,157,0.134,0.732,0.134,0.0752
2,United States,"does not eats with wall outlet. did not eats with an outlet to usb brick, have to buy another product just to charge",2023-02-09,0,3,0,116,0.0,1.0,0.0,0.0
4,United States,"happy to have purchaseed! great sound quality. cancels most outside noise even when not in “noise canceling” mode. easy to use and extremely useful in my life. battery does drain more quickly than i anticipated, but charge is also fast.",2022-01-13,0,5,5,236,0.032,0.766,0.202,0.7775
4,United States,airpods pro. good quality airpods pro.,2022-05-17,0,4,0,38,0.0,0.633,0.367,0.4404
5,United States,"airpods pro are the best. my first foray into airpods. love these! setup is easy and sound quality is fantastic. i can easily switch from iphone, fire tv, and windows laptop. i definitely recommend tohe airpods.",2022-08-08,0,5,0,211,0.045,0.526,0.428,0.9656
5,United States,"buy directly from amazon. i note sub one star reviews. if you order ""renewed"" order directly from amazon. you take a chance if you order from other venors at different price. my amazon order comes with guaranteed back up. condition stated: new. came with no blemishes, no scratches, no dirt ... all packaging and contents were new. work as advertise. i am see pleased. i place in ears and do work out and around my home and never loose contact. do not even carry phone with me. good sound cancelling with just enough allowance for safety. i have an apple iphone 7 for a point of reference. good job amazon.",2021-09-25,0,5,5,606,0.031,0.748,0.221,0.9588
5,United States,"excellent sound and very good quality. the sound is perfect, it has very good low, the noise cancellation is good, the functions that headphones give to change their sound and to use your iphone are very good. the product is noticeable and is well constructed, contained its loading cable and gums of change for hearing aids as well as the load box and all excellent condition, i recommend them a lot",2022-03-18,0,5,0,400,0.026,0.648,0.327,0.9796
2,United States,"left airpod charging issues. i recently bought new airpods and i ordered this pair of airpods. everything was amazing until one day the left airpod did not charge over night, i just reinrted the airpod and it started to charge like normal again, but recently the problem has gotten wor to the point where the left airpod will not charge at all. i have looked up solutions and none of them worked, vary disssatisfied at the fact that it will not charge and it sems like nothing is working.",2022-10-25,0,5,5,488,0.037,0.866,0.097,0.5994
5,United States,"feels as good as new. i boought these pros a coupling of weeks ago, and i absolutely love them, nothing to be wrong with it, in fact if the description did not say refurbished, it could legit pass off as new, based on howl it works and looks",2022-06-08,0,5,0,241,0.0,0.819,0.181,0.8734
3,United States,one was defective return easy. one was defective and picked up static this mic. returned and got a new pair which are amazing,2022-08-28,0,4,0,125,0.184,0.603,0.213,0.2263
5,United States,love these !!!!. sound is perfect i will buy again. price excellent.,2022-09-24,0,5,0,68,0.0,0.413,0.587,0.9296
5,United States,like new!. you would never knows these are renewed vs new.,2022-09-26,0,0,0,58,0.0,0.782,0.218,0.4199
5,United States,great product. i am vray satisfied,2022-10-10,0,5,0,34,0.0,0.367,0.633,0.7845
3,United States,right part was not working properly. right part was not working properly,2022-09-18,0,3,0,72,0.0,1.0,0.0,0.0
5,United States,"not bad. i am in use of the airpod pro and beats powerbeats, the left ear stop working and will go out. the airpods: nice if you have a problem, stir them and reset it up. the range away from the phone 60 feet. great listening quality, i move to the airpod pro. they are automatically on and always connected. airpods can even sense when they are in your ears and pause when you take them out. you have the freedom to wear one op opods, and you can play or skip forward with a double-tap when listening to music or podcasts. 
 assistant support: siri 
 connectivity: wireless",2021-09-05,5,5,0,575,0.04,0.805,0.155,0.9343
5,United States,just like new. like the new oones wouled. just wish they were more comfortable to wear in ears for prolonged periods of time. they start to hurt my ears after to while.,2022-08-02,0,5,0,168,0.082,0.648,0.271,0.7841
4,United States,great sound quality. the only thing is they keep falling out the case every time i drop,2022-03-22,0,4,0,87,0.17,0.642,0.188,0.34
5,United States,"brand new, fantastic. i was see hesitant to purchase tohe airpods pro ow to a lot of horrible reviews and photos that i saw. i went ahead and did itway. i have had them since march 4 and they are working perfectly. they sound amazing. i have had no issues. they arrived in perfect, brand new packaging with everything apple. they were clean and brand new looking. zero scratches. let us hope they continue to work and i do not regret my purchase",2022-03-10,0,5,5,445,0.074,0.702,0.224,0.948
5,United States,like new! the airpods sounds great and looks like new,2022-09-22,0,5,0,53,0.0,0.427,0.573,0.8553
5,United States,"must have and price best @ amazon. i love these, and this was a backup pair at this price vs. retail a deal too good to pass up.",2022-08-19,0,5,0,128,0.0,0.649,0.351,0.9186
5,United States,"best experience with a used product. what i received was a genuine pair of apple airpod pros with original box and peripheals. the box was unfortunately taped with masking tape. (cannot take that off.) 
 i do not know why the other reviewers saids wer fake. 
 pros: they are real genuine airpods for disco snaked price. the uones i received came with all contents in 100% condition. nothing broke, stained, cracked or oherwise too dirty. 
 cons: the reason suburned it is is baste there is a slight buzz in the left ear bud but it is not noticeable when playing music unless it is a bass heavy song/ sound. 
 all in all 9/10",2021-10-19,2,2,2,624,0.064,0.886,0.05,-0.171
5,United States,good workout. comfort,2022-10-08,0,5,0,21,0.0,0.156,0.844,0.6597
5,United States,i love it but…. i do not like how the tip does not fit my ear. none of them does.,2022-09-08,0,4,0,81,0.166,0.669,0.165,0.2453
5,United States,best headphones ever. awesome. just like brand new. sound is amazing and you cannot hear anything with them in. stays charged for about 3 days,2022-08-20,0,5,5,142,0.049,0.549,0.401,0.93
2,United States,just buy them brand new…. i love the pros. i love the noise cancellation; you get to the news hear the music. but i boought before refurbished but the battery life is trash‼ ️ this was actually second pair. i suggest you just buy them brand new.,2022-12-11,0,0,0,245,0.0,0.902,0.098,0.6369
5,United States,best renewed airpods. 100% recommendase renewed airpods they are like new not a single scratch and mark and they uncredible.,2022-08-21,0,5,0,124,0.0,0.729,0.271,0.7717
3,United States,"still connected to previous owners account. would have loved to keep them but they were still connected to the previous owners account. i got bounded aound between the merchant, amazon and apple on who could actually help me. amazon was extremely helpful once i said i had already sought help elsewhere",2022-06-01,5,0,0,302,0.0,0.717,0.283,0.95
3,United States,battery life very short. i wish i woudn't of boought them.,2022-09-05,0,0,0,58,0.0,0.771,0.229,0.4522
1,United States,"unsafe- airpods still connected to subeone else; these airpods were still connected to sumone else's icloud email and find my location. the only way to reveve this, per apple, is to have the owner stir their email from the airpods. of course, this should has been handled prior to shipping this to anyone else. so soon and connected the airpods to my iphone, the original owner had my location. i promptly stranded to correct this and was notified it had to be done prior to sending the airpods and the only person who ranshes is the owner. they advised me to turn off immedialy, disconnect it from my icloud, and send it back to amazon as there is no way to stop it from sharing with the previous owner. 
 i am vary disappointed by this oversight as this is a hage safety concerns. who knows who i shared my homes address with. so disappointed in this. beyond disappoinddended. 
 prior to sending this out, there needs to be more care take to completely stir the original owner. they had to have the same notification i did when they connected the airpods to another device to test prior to sending. to send it out anyway is irresponsible and dangerous. it is a tracking device for god's sake. 
 this is not okay.",2022-09-02,0,2,2,1214,0.079,0.846,0.075,-0.2733
3,United States,"almost there. the reason i say almost there, is baste i must have a deformation in my right ear. the left ear bud can be placed in and will play for six hours plus without any complications. the right earbud falls out within two hours. i will have the problem is with my earbuds rather than the earbuds beset of having no difficulty with the left one. what really constitutes problems is that i am a quadriplegic and you cannot just simply pick up and place it back in your ear. it becomes a pain for more than after happening to summon help. otherwise totally satisfied specially with battery life.",2021-12-26,0,0,0,599,0.073,0.843,0.084,0.0646
3,United States,"real, but had issues. had one ear bud not charging right out of the box, luckily they were legit (oher people did not get so lucky) and still had a warranty through apple they replaced it but still a big disadvenient.",2022-06-16,0,5,0,217,0.0,0.806,0.194,0.8853
5,United States,"almost perfect!. i love them! i have been using them since i got them; subtimes not even for music just to drown out background noises. the biggest benefits for me personally, are noise canceling options and the button controls, instad of touch. which was the bane of my existence at the time. the only thing i am not too sure about; is the way the sleeves are connected. 3 times now i have taken out my earbuds and the sleeve (the squishy part that goes in your ear) was still in my ear. after taking the time to make surge they click in i have’t had a lot of issue. i have an iphone so the connection is perfect every time. i recommendse for everyone comparted to the old versions.",2021-02-09,0,5,0,683,0.039,0.862,0.099,0.8613
5,United States,excellent. good quality sound. long battery life. very satisfied with this purchase.,2022-09-06,0,5,0,84,0.0,0.481,0.519,0.8655
5,United States,do not be scarated of the bad reviews. came in perfect condition with not visible flaws and works perfectly !! i was worried about the couple poor reviews but honestly coul not be happier with the product.,2022-07-13,4,4,4,205,0.207,0.611,0.182,0.2429
5,United States,met my expectation. sound was the best of any airpods i have owned.,2022-09-08,0,5,0,67,0.0,0.741,0.259,0.6369
5,United States,they are ae great everyday earbuds. i love the sound quality of the earbuds they sound amazing. the active noise cancellation is astounding i took many phone calls while biking on windy days or near busy streets and not once did the say the could not hear me over the wind or the cars. the one thing i do not like about them is the battery life of the charging case with my use i can only charge the earbuds twice with the case before and have to charge the case. but that might just be schouse i use the active noise cancellation feature to lot. overalls are are great if you are looking for a comfor evaaryday earbud.,2021-07-29,0,5,5,619,0.012,0.834,0.154,0.958
5,United States,reasonable price for the item..love it!. working like a new one..love it,2022-09-15,0,4,0,72,0.0,0.798,0.202,0.4199
3,United States,"overall not bad. my only issue with this purchase was short the battery life is. i only get a few hours out of it, unlike my jabra 65t which would last through most work shifts. maybe it is because it is refurbished, but could also just be airpod pro issue.",2022-05-11,0,4,0,257,0.0,0.962,0.038,0.2323
4,United States,"good refurb! great refurb other than they weren's reset. they were clean and battery lifes sems to be holding up. came with all original docs, and supplies.",2022-01-04,0,5,5,156,0.0,0.652,0.348,0.906
5,United States,"the seller was honest .. liked everything, vray good quality.",2022-09-18,0,5,0,61,0.0,0.438,0.562,0.8402
2,United States,be careful when buying renewed. these were renewed. only one connected.,2023-02-06,0,0,0,71,0.0,0.862,0.138,0.1531
5,United States,vary nice do not care about the bad reviews amazing product sound great! good very nice do not care about the bad reviews amazing product sound great!,2022-08-19,5,5,0,150,0.229,0.299,0.471,0.9315
5,United States,good purchase. like new no cap not even trolling,2022-09-10,0,4,0,48,0.162,0.441,0.397,0.4939
2,United States,buy with caution. the sound quality and noise cancellation are solid. but this product did not work for me because they would not stay in my ears even from minimal movement. i tried all 3 of the ear tip sizes and they did not work well with my ears. buy with caution.,2022-11-09,0,2,0,267,0.041,0.934,0.024,-0.2313
3,United States,"one airpod is not like the other. these airpods are a great price, but they definitely are renewed. my airpods have issues connecting to my phone when i put them in my ears (when they are already connected). one of the airpods will connect and the other will act as if it is not in my ears at all. 
 recently, i have had issues with the airpods humming. one of the airpods will connect correctly and the other started humming in my ear and not playing any sound from my phone. now that same airpod is loower in sound volume than the other. overall sub pretty terrible luck with these renewed airpods. i would recommend just buying a brand new pair from costco for $ 200 bucks institute of playing your luck with the renewed items.",2021-10-28,0,5,0,730,0.048,0.8,0.151,0.9535
5,United States,refurbished 100% worth it. refurbished sooo worth it! like brand new!,2022-09-06,0,0,0,69,0.0,0.537,0.463,0.7081
5,United States,best headphones ever. ✨,2022-10-19,0,5,0,23,0.0,0.235,0.765,0.7579
5,United States,great to buy. really great quality everything works as new,2022-09-05,0,5,0,58,0.0,0.485,0.515,0.8588
5,United States,"they are better that i expectate. i thought that renewed airpods where going to be damaged or with subdid hidden damages on the sound quality, but today they are ae great, the sound, the noise cancellation works great, sout they have submit scratches but they are invisible at distance is looking at them really close. overall it is a great product",2022-02-21,0,5,5,348,0.05,0.707,0.243,0.9584
4,United States,"charging is laborious .. the ipod pros i purchaseed do not fully charge, without having to take one out, and allow the single one charge fully first, the charge the oher. stis substhing that others are experiencing as well, so i supos it is just a design flaw. i used to different case, and different ipod pros. the problem sems inherent, because it made no difference. 🤬",2021-09-02,0,2,0,371,0.065,0.883,0.053,-0.2263
2,United States,"definitely not renewed. stuggled to charge, could not use noise cancellation & usually stuck on sub mode mode current surrounding sounds while playing, & stuggy to be detected by devices. finally returning when i conducted the charging issues were not user error & it started claiming to be 100% charged evite being dead & refusing to charge.",2022-10-28,0,1,1,342,0.16,0.74,0.1,-0.6177
2,United States,"the right airpods dies even if it is %100 charged. the battery for the left one is great, however the right one just suddenly turns off even if it is charged.",2022-12-26,0,4,0,158,0.101,0.784,0.115,0.3612
3,United States,did not worked as expressed. my newly bought airpod pro has bluetooth connection issues. so return it.,2022-08-04,0,3,0,102,0.0,1.0,0.0,0.0
5,United States,"well. since i use them very well, let us wait more days to see how they continue to work",2022-08-15,0,5,5,88,0.0,0.791,0.209,0.5413
5,United States,the original are. i saw the comments and i did not want it to but i did and they came in good packaging i loved it it connected fast i just love,2022-06-08,0,5,5,144,0.025,0.603,0.372,0.9555
5,United States,"amazing sound and noise cancellation!. amazing sound and noise cancellation! was not sure they would work in my ears. i have had several other brands that would not fit cortly and kept falling outh with minimal activity. these rock !!!! just like described, it is like they are brand new!",2022-04-25,0,5,0,288,0.091,0.689,0.22,0.8778
4,United States,"listening to music? buy new .. these are pretty dated for the price. my wife you have had pair of pros since thanksgiving. they sound excellent. however these renew airpod pros have a slight crack to them when listening to the same songs. i am not that upset scholause i primarily bought these for handsfree talking while driving and for active cancellation while working. when i want to jam out, i will jus rebor hers!",2021-07-16,0,5,0,419,0.0,0.84,0.16,0.9077
5,United States,"great, but not perfect. overall are really good earbuds. 
 the best transparency mode i have ever heard but i cannot the same about noise cancellation, which it is good, but not wh-1000xm4 good. 
 good sound quality, heavy on bass and spatial audio it is quito an improvement, but not that good if you are an audiophile (but to be honest no audiophile will ever use earbuds anyway). 
 battery life coul be better but using the case to recharge it will last at least 1-2 days depending on usage. 
 but overall, the best wireless earbuds available (if you have an iphone). ❤️",2021-08-21,5,5,5,573,0.115,0.637,0.248,0.97
5,United States,i like the product it came like new. it work perfect,2022-09-16,0,5,5,52,0.0,0.479,0.521,0.8271
4,United States,"the pads with time hinder. the pads with time hinder, bother and deulen",2022-02-11,0,0,0,71,0.167,0.833,0.0,-0.34
5,United States,great quality. i have had before headphones for awhile now it is great quality and still sounds good. 10/10 would recommends.,2022-07-23,0,5,0,125,0.0,0.567,0.433,0.9186
5,United States,fantastic seller and product. do not hesitate to order,2022-09-05,0,5,0,54,0.0,0.564,0.436,0.6613
5,United States,basically brand new. i have had mine for 5 months and have not had any problems. they arrived as if they were brand new.,2022-07-10,0,0,4,120,0.0,0.911,0.089,0.3089
3,United States,airpods they are over all amazing i just cannot get with the constant notifications of sub subsone else’s airpods being detected. i am assuming because they are second hand but they are over all amazing.,2022-05-23,0,5,0,203,0.0,0.767,0.233,0.8658
5,United States,"best gift. cannot beat the sound or quality. (read). top-notch sound and quality. well-known reliable brand. this is the second pair that i purchaseed and would purchase again. i never hesitate to purchase renewed or refurbished tech products. research shows that they undergo process and check-lists, part replacements and testing before they can be sold. they are returnable as well so you cannot go wrong.",2022-01-31,0,5,0,408,0.0,0.816,0.184,0.9112
