username,rating,initial_statement,country,verified,review,usefulness,date,positive
Bree Castle,3,Still Connected to Previous Owners Account,United States,1,"Would Have Loved To Keep Them But They Were Still Connected to the Previous Owners Account. I GOT BOUNDED AROUND BETWEEN THE MERCHANT, Amazon and Apple on Who Could Actually Help Me. Amazon was Extremely Helpful Once I Said I Had Already Sought Help Elsewhere",0,2022-06-01,0
Danny C Fletcher,3,Battery Life Very Short,United States,1,I wish i woudn't of boought them.,0,2022-09-05,0
Denita Smothers,1,UNSAFE- AIRPODS STILL CONNECTED TO SUBEONE ELSE;,United States,1,"These airpods were Still Connected to sumone else's icloud email and find my location. The Only Way to Rebeve This, per Apple, is to have the Owner removes their email from the airpods. Of Course, This Should Have Been Handled Prior to Shipping This to Anyone Else. So soon and connected the airpods to my iPhone, The original Owner Had my Location. I promptly stranded to correct This and was notified it had to be done prior to sending the airpods and the only person who ranshes is the Owner. They advised me to turn off immedialy, disconnect it from my icloud, and send it back to Amazon as there is no way to stop it from sharing with the Previous Owner. 
 I am Vary Disappointed by this oversight as this is a Hage Safety concerns. WHO KNOWS WHO I SHARED MY HOMES ADDRESS WITH. So disappointed in This. BEYOND DISAPPEDED ACTUELLY. 
 Prior to Sending This Out, There Needs to Be More Care Taken to Completely Stir The Original Owner. They had to have the Same Notification I Did When They Connected The Airpods to Another Device to Test Prior to Sending. To send it out Anyway is irresponsible and Dangerous. IT's a Tracking Device for God's Sake. 
 This is not okay.",6,2022-09-02,0
Frederick C.,3,ALMOST there,United States,1,"The Reason I Say Almost There, Is Baste I must have a deformation in my right Ear. The Left Ear Bud Can Be placed in and Will Play for Six Hours Plus Without Any Complications. The Right Earbud Falls Out Within Two Hours. I will have the problem is with my earbuds rather than the earbuds beset of having no difficulty with the left one. What Really constitutes problems is that i am a quadriplegic and you cannot just simply pick up and place it back in your ear. It Becomes to Pain for More than me After Happening to Summon Help. Otherwise Totally satisfied specially with Battery Life.",0,2021-12-26,0
Travis M,3,"Real, But Had issues",United States,1,"Had One Ear Bud Not Charging Right Out of The Box, Luckily They Were Legit.",0,2022-06-16,0
Gab M,5,ALMOST PERFECT!,United States,1,"I love them! I have Been Using Them Since I Got Them; Sometimes Not Even for Music Just To Drown Out Background Noises. The Biggest Benefits for Me Personally, Are Noise Canceling Options and The Button Controls, InstaD of Touch. Which was The Bane of My Existence at The Time. The Only Thing I’m Not Too Sure About; is The Way The Sleeves Are Connected. 3 Times now I Have Taken Out My Earbuds and The Sleeve (The Squishy Part That Goes in Your Ear) was Still in My Ear. After taking the time to make surge they click in i Haven’t had many issue. I have an iPhone so the Connection is perfect Every time. I recommends for everyone compared to the old verse.",0,2021-02-09,1
JP,5,Excellent,United States,1,Good Quality Sound. Long Battery Life. Vary satisfied with This Purchase.,1,2022-09-06,1
Zach Spear,5,Don’t Be Scared Of The Bad Reviews,United States,1,Came in Perfect condition with not visible Flaws and Works Perfectly !! I was Worried about the Couple Poor Reviews But Honestly Coul Not Be Happier with the Product.,0,2022-07-13,1
Gail Outland,5,Met my expectation,United States,1,Sound Was The Best of Any Airpods I’ve Owned.,1,2022-09-08,1
Demetrius,5,They are guat everyday Earbuds,United States,1,I Love The Sound Quality of the Earbuds They Sound Amazing. The Active Noise Cancellation is astounding I Took Many Phone Calls While Biking On Windy Days Or Near Busy Streets and Not Once Did They The Couldn't Hear Me over the wind or the cars. The One Thing I Don't Like About Them is the Battery Life of The Charging Case With My Use I Can Only Charge The Earbuds Twice with the case Before and have to charge the case. But that might just be schouse I use the active noise cancellation feature to lot. Overall before they are great if you're looking for a comfor lustees everyday Earbud.,0,2021-07-29,1
Amazon Customer,5,Reasonable Price for the item..love it!,United States,1,Working Like A New One..love It,0,2022-09-15,1
Garrett Andrew Jordan,3,Overall Not Bad,United States,1,"My Only Issue with This Purchase was short the battery life is. I ONLY GET A Few Hours out of It, Unlike My Jabra 65T Which Would Last Through MOST WORK SHIFTS. Maybe It’s Because It’s Refurbished, But Could Also Just Be Airpod Pro Issue.",0,2022-05-11,0
Christian Cook,4,Good Refurb!,United States,1,"Great Refurb Other Than They Weren's Reset. They were Clean and Battery Lifes Sems to Be holding up. Came with All Original Docs, and Supplies.",0,2022-01-04,1
Peter winn,5,The Seller was honest.,United States,1,"Liked Everything, Vray Good Quality.",0,2022-09-18,1
Chris,2,Be careful when buying renewed,United States,1,These were renewed. Only One Connected.,0,2023-02-06,0
M. Kolodzie,5,Vary Nice Don’t Care About The Bad Reviews Amazing Product Sound Great!,United States,1,Good Very Nice Don’t Care About The Bad Reviews Amazing Product Sound Great!,0,2022-08-19,1
D,5,Good Purchase,United States,1,Like New No Cap Not Even Trolling,0,2022-09-10,1
Manny,2,Buy with Caution,United States,1,The Sound Quality and Noise Cancellation Are Solid. But This Product Not Work for Me Because they was not stay in my Ears Even from Minimal Movement. I tried all 3 of the Ear Tip Sizes and They Didn’t Work Well with My Ears. Buy with Caution.,0,2022-11-09,0
Adam,3,One Airpod is not like the other,United States,1,"These Airpods are a Great Price, but they definitely are renewed. My Airpods Have issues Connecting to My Phone When I Put Them in My Ears (When they are already connected). One of the Airpods Will Connect and the OTher Will Act as if it's not in my Ears at All. 
 Recently, I've Had issues with the Airpods Humming. One of the Airpods Will Connect correctly and the other Started Humming in My Ear and Not Playing Any Sound from My Phone. Now that Same Airpod is loower in sound volume than the other. Overall Sub Pretty Terrible Luck With BeSe Renewed Airpods. I'D Recommend Just Buying a Brand New Pair from Costco for $ 200 Bucks Institute of Playing Your Luck with the Renewed Items.",1,2021-10-28,0
Colter Landon,5,100% Worth It Refurbished,United States,1,Refurbished Sooo Worth It! Like Brand New!,1,2022-09-06,1
Lee,5,Best Headphones Ever,United States,1,✨,0,2022-10-19,1
Sean McNair,5,Great To Buy,United States,1,REALLY GREAT QUALITY EVERYTHING WORKS AS NEW,0,2022-09-05,1
Albin Morales Fernandez,5,They are Better than i expecto,United States,1,"I thought that renewed airpods where going to be Damaged or with Subdden Damages on The Sound Quality, But Actually They Are Great, The Sound, The Noise Cancellation Works Great, Sure they have submant scratches but they are invisible at distncence onLy Way To Notice is looking at them Really Close. Overall it’s a Great Product",2,2022-02-21,1
David Souza,4,Charing is Laborious.,United States,1,"The iPod Pros I Purchaseed Don't Fully Charge, Without Having to Take One Out, and Allow The Single One Charge Fully First, The Charge The Other. STISthing that Others are experiencing as well, so i suits it's just a design flaw. I used to Different Case, and Different iPod Pros. The Problem Sems Inherent, Because It Made No Difference. 🤬",0,2021-09-02,1
Jessi,2,Definitely Not Renewed,United States,1,"Stuggled to Charge, Couldn’t Use Noise Cancellation & Usually Stuck on Sub Mode Mode Current Surrounding Sounds While Playing, & Stuggy to Be detected by Devices. Finally Returning When I conducted the Charging Issues Weren’t User Error & It Started Claiming To Be 100% Charged Evite Being Dead & Refusing to Charge.",0,2022-10-28,0
Sami,2,The Right Airpods Dies Even If it’s %100 charged,United States,1,"The Battery for The Left One is Great, However The Right One Just Suddenly Turns Off Even If is Charged.",0,2022-12-26,0
Nick,3,Didn't Worked as Expressed,United States,1,My Newly Bought Airpod Pro Has Bluetooth Connection Issues. So return it.,0,2022-08-04,0
bladimir osorio escobar,5,Well,United States,1,"Since I use them very well, let's wait more days to see how they continue to work",0,2022-08-15,1
Alina Lopez,5,The original are,United States,1,I SAW THE COMMENTS AND I DID NOT WANT IT TO BUY BUT I DID AND THE CAME IN GOOD PACKAGING I LOVED IT IT CONNECTED FAST I JUS LOVE,0,2022-06-08,1
Mel,5,Amazing Sound and Noise Cancellation!,United States,1,"Amazing Sound and Noise Cancellation! Wasn’t Sure They Would Work in My Ears. I’ve Had Several Other Brands That Wouldn’t Fit Cortly and Kept Falling Outh With Minimal Activity. These rock !!!! Just like described, it’s like they’re brand new!",0,2022-04-25,1
Matthew H.,4,Listening to music? Buy New.,United States,1,"These are pretty dated for the price. My Wife you have had pair of pros since Thanksgiving. They Sound Excellent. However before Renew Airpod Pros Have a Slight Crack to Them When Listening to the Same Songs. I’m not that upset scholause I Primarily Bought these for Handsfree Talking While Driving and for Active Cancellation While Working. WHEN I WANT TO JAM OUT, I’LL JUS REBOR HERS!",0,2021-07-16,1
Leonardo Arancibia H,5,"Great, but not perfect",United States,1,"Overall Are Really Good Earbuds. 
 The Best Transparency Mode i’ve Ever Heard But i Can’t Say The Same About Noise Cancellation, Which It’s Good, But Not Wh-1000xm4 Good. 
 Good Sound Quality, Heavy on Bass and Spatial Audio It’s Quite An Improvement, But Not That Good If You’re An Audiophile (But to Be Honest No Audiophile Will Ever Use Earbuds Anyway). 
 Battery Life Coul Be Better But Using The Case To Recharge it Will Last At Least 1-2 Days depending of Usage. 
 But Overall, The Best Wireless Earbuds Available (If you have an iPhone). ❤️",0,2021-08-21,1
Jeferson Franco,5,I Like The Product It Came Like New,United States,1,It Work Perfect,1,2022-09-16,1
Danny,4,The pads with time hinder,United States,1,"The pads over time hinder, bother and hurt",0,2022-02-11,1
Dakota Stearman,5,Great Quality,United States,1,I have had before Headphones for Awhile Now It’s Great Quality and Still Sounds Good. 10/10 Would recommends.,0,2022-07-23,1
Roger Lee,5,Fantastic Seller and Product,United States,1,Don’t Hesitate to Order,0,2022-09-05,1
Shazaria,5,Basically Brand New,United States,1,I’ve Had Mine for 5 Months and Have Not Had Any Problems. They Arrived as if they were brand new.,0,2022-07-10,1
Dairon Berry,3,Airpods,United States,1,They are over all Amazing I Just Can’t Get With The Constant Notifications of Sub Subsone Else’s Airpods Being detected. I’m Assuming Because They’re Second Hand But They’re Over All Amazing.,0,2022-05-23,0
JulieG_Blessed1,5,Best Gift. Can't Beat The Sound Or Quality. (READ),United States,1,"Top-Notch Sound and Quality. Well-Known Reliable Brand. This is The Second Pair That I Purchaseed and Would Purchase Again. I Never Hesitate to Purchase Renewed or Refurbished Tech Products. Research Shows That They Undergo Process and Check-Lists, Part Replacements and Testing Before They Can Be Sold. They are returnable as well so you can't go wrong.",1,2022-01-31,1
Sean,2,QUALITY CONTROL ISSUES: WAS Sent Two Defective devices.,United States,1,First Airpod Pros Would Not Connect to Any Devices. I Went So Far As To Take Them into the Apple Store. I EDED UP HAVING TO SEND FOR NEW ONES FROM Amazon. Second Pair Were Clearly Not Clened and Still Attached to Sub Subsone Else’s Account. There is nothing Apple Can do when a device is connected to sumone else’s accounts. I’m Vary disappointed by the quality of the soles street. You are devices Seemed Like as Bad Or was The Getting Sumone’s USed Product.,1,2022-09-03,0
mike,5,MINE ARRIVED PERFECT.,United States,1,"I GOTSESE 5/24/21 
 Arrived Packed in All Apple Packaging. You'd Never knows these were Refurbished. Synced to Phone With Zero Issues, Sounds Great, Noise Cancellation Is Awesome and Saved $ 75 vs Buying New AT local Big Box Store. 
 I'LL admit that i was hesitant based on subm review, but my sets have zero issues. And they're backed by Amazon so If there's a problem, return them. Or if you're not the gambling type, Pay More for New! 
 I Will Update My Review If Any Issues Arise. But so far they are perfect.",4,2021-05-25,1
Jacob,5,It is worth it if the ‘brand new’ experience is not so important,United States,1,"The product arrives with visible brands. The price reduction seems reasonable to justify it. The product with a box (somewhat beaten), manuals, caps and load cable came. 
 The Case of the Airpods also had some brands without their brightness again. However, the product has its utility status completely.",0,2022-02-04,1
brady shirel,4,They are okayyy,United States,1,My Airpods Were Renewed which as I Got Them The Left Airpod Sems to Be Malfunctioning on Noise Cancellacion and See Through Modes,0,2021-12-03,1
Benjamin,1,Faulty,United States,1,"I BOUGHT A Renewed Pair of Airpod Pros Figuring That Any Issues Would Have Been Resolved. Well When I Got Them, The Left Ear Made A horrible crackling sound on transparent and noise canceling modes. On regular mode, it was hay the volume of the right Ear. I cook a fix or a new pair and the seller toled me it was just the mode. I just put up with the. For a while unnil new the left ear pod just Whistles Loudly to the point i can’t use it.",0,2023-02-05,0
Jude McDaniel,4,Not Clean !!,United States,1,I Didn’t Like How They Came Vray Dirty. They Came with Ear Wax and Dirt. I had to deep Clean Everything.,0,2021-12-11,1
Alicia McCray,5,Perfect,United States,1,Bought as a gift for my Daughter She Loves Them.,0,2022-08-12,1
Orion,5,Amazing for The Price,United States,1,Had Almost 0 issues with This Product. Vray Minimal Wear. Just Great for The Low Low Price,1,2022-07-20,1
Tiffany Chambers,5,Came Fully Charged,United States,1,Literally Came Fully Charged and Looked Brand New. 10/10 do recommend !!!,0,2022-08-08,1
Lin B,5,As expectted,United States,1,"I GOTSE TO REPLACE MY GEN1 AIRPODS THAT I LOST. Great Upgrade, Came Like New Even Though it was ""Refurbished"". Subtim glitches? My Old Uones Did That Too, Idk Why. Noise Cancellation is Astounding TBH. Don’t Even have to start my music, so soon as I put them in i primarily if not only Hear MySelf. Chages A Little Slower Than Gen1 to Me, But Battery Lasts Just As Long. Don’t Like That I have to Really Press Them to Skip and Pause, Gen1 was more of a tap surgey was Lot Easier",0,2021-06-12,1
Kieva22,5,Perfect for The Student Stuck Inside,United States,1,"I Live with My Parents and My Grandmother. I have very little privacy and that’s a Hindrance When it comes to Studying. I have tried other noise canceling headphones but before working the best, and the ease to switch to ambient noise is smooth and easy so when my mom comes in to ask me a Question i can hear her over my music. 
 The Battery Life is Really Nice As Well. I was not expecting it to charge as fast as did, and it Keeps its Charge Really Well. The Wireless Charging is Great Also! Be careful if you get a case for it However, Sub Are To Thick for The Wireless Charging! 
 TLDR: Great Battery, Noise Canceling and Environment Settings Rock. Great Value! Weather you’re working out or studying they’re great! 10/10 Would recommends",20,2020-05-07,1
Amber Jones,5,Sees it,United States,1,"Not Sure If there is a way to love a pair of Ear pods more. I Feel as If we May want to have a few People at Apple Burned at The Stake To see if they are witches and wizards working there with there technology of ""Noise Cancelling."" Battery Life Is Way More than what i need as i do not Wear All Day Mainly When Working in Shop. If they die and have Been Working to Long. Everything Synced Together Perfectly and Seamlessly. No Complaints From This Customer.",0,2021-05-31,1
Rafiq Nelson,5,Great Earpiece for the Price.,United States,1,I used this product for the first time. And they work as if they are brand new. No Issues and No Problems. I love it.,0,2022-06-10,1
Martin Espino,5,They Sound Great,United States,1,The Noise Cancellation Does What is intended to do.it blocks out your surrounding Environment and let’s you enjoy your music in peace. I also love that they eat with addionional Ear tips so you can make surge they are the right size for your ear. Battery Life on Them so Far is great i’ve been uble to go on a Good Hour Long Walk and Still Have About 75-80 Perent Battery. Overall I Really Enjoy This Product,0,2021-10-25,1
Chad,5,Pleasantly surprised,United States,1,Upgraed from the first gen Beats in Ear Wireless Buds. These are surprisingly Comforable and Work Excellent in All Conditions Thus Far. Best Buds I’ve Owned,1,2022-05-25,1
Cicely,2,Did Not Last,United States,1,"I boought these ""renewed"" and they work great at first, but after 3 months they are not working Well Anymore. Sound cuts in and out, People on Calls Can't Hear Me, volume is inconsistent. I WOULD RECOMMEND PURCHASING NEW ONES RATHER THAN ""Renewed.""",0,2022-10-27,0
Kristopher Cicchetto,4,Work great,United States,1,I RUN HEAVY EQUIPMENT AND THE NOISE CANCELING feature works great! The Sound Quality Is Incredible! I Wish The Noise Transparency Work Differently and Would Muffle The Noise From The Equipment and The Back Up Alarms. They’re Very Noisy When You Make A Phone Call The Person On The Other End Can’t Hear You Over The Background Noise.,0,2021-06-15,1
Juanita Henne,5,Live New,United States,1,"I COULD NOT TELL They Were ""Renewed"" LOOKED Like New Arrided In A Sealed Box",0,2022-07-17,1
Don Mateo,5,I Love The Wireless Earbuds.,United States,1,"These have worked flawlessly for me. Apple Products Are Awesome. 
 Only One Minor Complaint with before Earbuds is that even thu're an improvment over the prior generation as pertaining to fitment, They Still Will Loosen Up and Fall Out of My Ears During Any Kind of Vigous Activity, Specially If i Lean Forward. These are not Meant to Be Worn for Fitness/Action Activities. 
 For Just Casual Activities Like Watching Movies On Your Ipad Or Listening to Music, Talk Shows, etc.See are fantastic! !",1,2021-07-23,1
Dddubz,5,Great,United States,1,"It Stops The Voices in My Head, Highly recommended!",2,2022-08-07,1
Dianna,5,Good,United States,1,Good,0,2022-09-02,1
Amazon Customer,5,Pleasant surprise,United States,1,"I was Vary Surprised at The Quality Because of Sub of the Reviews I Saw About The Earbuds Breaking Or Being In Very Bad Quality But The Pair That I Got Was In Almost Mint Condition, All The Earbuds, The Cable, and Airpods Themselves were and brand new looking, The Box was a Little Beat Up and Dirty But It Didn't Affect The Earbuds Themselves. The ONLY THING THAT SUCKED ABOUT THE EARBUDS WAS THE TINY NICK IN THE PLASTIC ON THE LID BUT IT WAS OVERALL VERY NICE",0,2021-05-21,1
T Reynolds,5,Great Service and Prompt,United States,1,Music and Calls Text Messages,0,2022-08-16,1
Amazon Customer,5,Do Earbuds Get Any Better?,United States,1,"Fit, Comfort, Sound Quality and Battery Life Are All Superb! Saving a Little Money Even Better. There are a Lot of Earbud/Airbud Knock offs that work but before Go Beyond. Integration with the Apple Ecosystem is phenomenal as is the noise canceling option. Don't Make The Same Mistake I Did, Avoid The Knockoffs and Go Straight for The Best. It'll save you in the long run.",1,2021-12-18,1
Christine,5,Wouldn’t Even Know They were renewed,United States,1,"I was about to pull the trigger on brand new airpod pros, but i’m glad i saved sum Money When I Found Renewed Airpods! Wouldn’t Even Know They were renewed. Great Quality, Sound, and Working Features.",0,2022-03-29,1
Thomas Jordan IV,4,💩 Poop Head? Really?,United States,1,"Ok Soooo The Only Reasons I Am Giving it Only 4 Stars So Far is 1 I Want To Test Them Out A Bit More But So Far They Work Great. But 2 is Why the Heck Did They Name Them ""Poop Heads Air Pods Pro"" Like Serioususly. I BOUGHT TWO AND YOU NAMED ME A “POOP HEAD” ?????? What Did I do to deserve Such Treatment? You know what. Your mom is poop head. How Bout That? 😑😂",11,2020-11-05,1
evan joseph johnston,2,Amazon Didn’t Deactivate The Last Person Who Had before Airpods!,United States,1,"Airpod Pros are a Great Product, But Whoever SentSe Airpods in Did Not Remave Themselves from The Device, So The Last Person Who Owned before Can See My Location Whenever They Want To. 
 Now I have to take time out of my day to the Apple Store and Completity Reset it / Jump this a bunch of hops just to get the “certified” product i paid for!",1,2022-08-31,0
AW LEGAL SERVICES,5,Great Buy,United States,1,I love them. The Charging Case Did Need to Wipe Down But other than no flaws.,0,2022-06-23,1
sharlagioia,5,Amazing!,United States,1,Came in New Box with Charger and Other Ear Fittings Work Perfect Like New!,0,2022-07-13,1
David Santiago Garcia Galvis,5,Good company,United States,1,"Excellent purchase, fast shipping",0,2022-08-19,1
Jaime,5,Good but with a design problem,United States,1,I had already heard that the Airpods Pro came with a design problem because with no pads they were able to keep in their ear with strong head movements such as when sports is done. And it is true ... to hear perfect music but I end up using my old jabraiphones when I exercise because the Airpods falls. How sad,0,2022-01-01,1
Rebellious Gypsy Trading Company,5,The Best Investment for PTSD Loud Noise Triggers,United States,1,"I Purchaseed these b/c i Have ptsd and unexpeted loud noises like artillery & mortar Shell Fireworks Are One of My Biggest Triggers. We live on the lake, SO Fire Crackers Go off quite offen. I used my Airpods Last Week for The 4 Th of July Weekend (5 Days of Firecrackers) and I Didn’t Hear The Fire Crackers! I Wish I Had these years ago! They wouled have saved me a Lot of Anxiety & PTSD Reactions & Stress!",0,2021-07-09,1
Kevin D. White,5,Close to new,United States,1,"As warned, Vary !!! Close to new. To Be Fair, Better Than Expected.",0,2022-07-14,1
Michael,2,Still Connected to Original Owners Icloud,United States,1,This Product Arrived in an Apple Box with All The Accessors and Looks/Feels Like Bran New. But when i tried to connect them to my iPhone there was a pop up that showed the original Owners Icloud and Said that they will be uble to locate Them via Findmy. I have Big Issue with that. They Could Mark Them as lost or ping them while i’m wearing them. And I do not have the option in my Findmy to Mark Them as Lost. I’M Returning Them to Buy A New Pair.,1,2022-07-14,0
EDER,4,Good experience with renewed product,United States,1,"Good product, they delivered it in perfect condition, I continue to test it but now there is very satisfied",1,2021-11-25,1
Amazon Customer,5,Nice,United States,1,Best Quality,0,2022-08-23,1
Jojo erwin,5,Amazing,United States,1,I Love These and They Work So Amazingly !!,0,2022-07-24,1
Caonex Peguero,5,"Better Than Anything, Except Being In Love",United States,1,Truly Amazing. Unbelievable! Everything is So Crystal Clear and Crisp. Wonderful Bass and Magnificent Noise Cancelling Feature. IT Fits Vary Well Making It Quite Comforable. The Only Problem? Addicting Sound: You Won't Want To Take Them Off. Good Battery and Easy to use. Never Heard So Many Nuances and Small Details in the Recordings That I Have Listened to For Years. FAR upper to sound systems that required so many variables and are very expense. You'll Never Want to listen to anything but This Small Wonders.,0,2021-04-26,1
fredylinares,5,Block the Loud Sound of My Motorcycle,United States,1,Love it !!,0,2022-08-18,1
Amazon Customer,5,Amazon you have my back!,United States,1,Vray Pleased with My Purchase.,0,2022-08-11,1
SAUL HERNANDEZ,5,All very well,United States,1,"All at 100, recommended !!!",0,2022-08-06,1
sweetbasil,5,Great Product.,United States,1,I Like That They Function Just Same as New Airpods Pro.,0,2022-07-07,1
MorganMandeville,5,Stokeed about these!,United States,1,"These turned out to be a great deal! Work Just Like New, But Didn’t Cost The Same. I use my Airpods at Least 4 Days to Week for 8 Hours Straight, During My Work Days. My Only Complaint Would Be The Battery Life, I Can The Case To Charge, But that’s Only So Much Battery Storage There Also. The Quality Is Amazing, Fully Immersive, Crystal Clear and Clean!",0,2021-09-29,1
J.K,5,They work and sound great,United States,1,"As in the description, It Does Have Cosmetic Damage to the Case and the Ends of the Buds. They look at Thoroughly Clened, and I was Able to Shave Away Sub of the Flaws. EveryTHING WORKS FINE. The Case Battery Feels Like it Goes Down Super Quick Combase To OTher Cheaper Brands But I Think That's The Flaw With The Product Iself and Not The Renewed Version for I Read Many Reviews On New Yousting The Case Sems to Drain Rather Quickly. I'M Happy With Them. All Functions Work",0,2021-03-16,1
DAN,3,Not What I Expect from Apple.,United States,1,I have had before almost a monow and can say they have issues. First Is That Subtimes The Sensor On The Stem Does Not Always Respond. At least eleven to week i must repair them cause they stop respondent. In addion they lose sync if i am laying download and turn to the side. Not Really Sure Why? They sem to fit fine but i can still iron outside noise all the time. I Just Really Hoped for More from an Apple Product. This is my first pair so i am Will to exchange to see If issues resolve Themselves. I Will Update Once I try out to Different Pair.,1,2021-06-03,0
Amazon Customer,4,Plastic Tip is a little unchartable. But the performance is Excellent.,United States,1,Plastic tips is unchartable. Makes Squishy As I’m Moving. Other Than that the performance is Excellent. Battery Life is Good.,0,2021-10-29,1
TheRealGoat,5,Good Purchase,United States,1,Most of the Other Review are out of date and this is a more up to date review would,0,2022-03-11,1
Amanda Studer,5,Love them,United States,1,Absolutely Love these. Worth the Money,0,2022-07-28,1
Epaminondas Toribio Mercedes,5,Renewed is new,United States,1,"At first I was a bit doubtful in terms of the product I would receive, but it is a practically new article and for a much better price than it would be to buy it new, the headphones are really like new, nor scratched, nor dirty, it came with all its accessories, EXCELLENT!!!",0,2022-01-30,1
AMAZING GAME,3,Not bad for a renewed pair,United States,1,"This was not bad, little buty when they go tho",0,2022-06-06,0
Brian,4,IT’s Good.,United States,1,IT’s Good.,0,2022-01-03,1
Adam,5,Good,United States,1,I like,0,2022-08-16,1
MPATCHAK,5,Refurbished or not i wouldn't Have Known,United States,1,"Refurbished or not i wouldn't Have Known; The Sound Quality is exactly a It Should Be noise Cancellation and Battery Life are on Spec. I MEAN I BOUGHT Brand New Ones From Apple Just To see If there is a Difference and I return the new oons to Apple and Kept a Refurbishedo osos Becouse for the Price, ... Best Are Straight Up Awesome !!",0,2021-11-13,1
Alex Rudolph,4,"The ""Renewed"" is the problem, not the airpods.",United States,1,"The Driver in The Left Pod Rattles, and That's a Shame. The Rest of the EveryThing about these are Grand; Sound Quality Is Balanced at Every Volume, Noise Cancellation is Effective (It's Not Perfect or Totally Silent, But It Doesn't Claim to Be), and The Pass-Through Mode is an Absolute Game Changer. But that One Speaker Rattling Really Takes A Lot Out of The Overall Package, Resulting in 4 Stars.",0,2020-09-23,1
Kendall,5,UPset i Paid Full Price for Mine. Excellent Purchase,United States,1,"I BOUGHT A Pair of these Renewed Airpod Pro’s for My Daughter. I ALREADY OWN A PAIR I BOUGHT FROM THE APPLE STORE. I Cannot Tell The Difference. Except for The Price Toheshus Just Like The Full $ 249 Pair I Broucht. Box and Extras are All Included. Wished I Bought Them for Me, Would’ve Saved Sub Coins.",1,2021-12-06,1
Cayla Ray,4,Recommend,United States,1,3 out of the 4 pair are great! One Pair The Left Podes Not Work. Currently waiting on my nephew to Ship it back to me and return. OHER THAN THAT they are Amazing and Work Fantastic! Highly recommends! And I Got Them in a Timely Manner! 🙂,0,2021-03-15,1
Carlos J. Barrera,5,Pods are easy to sync to my iPhone!,United States,1,I Don’t Like How One of the Pods Stops Playing Music When only one pod is in my Ear.,0,2022-05-22,1
Uniquediva,5,Noise Canceling Airpods,United States,1,"The iPods came a lot of Earlier than expectted. They were Easy To Set Up and Came Charged. I Gave This Product 4 Stars Because I Have Not Been Able to Test Them Out Thoroughly But So Far They Are Noise Canceling, I Have Not Noticered Any Distortion In Either Ear Pod. They sem to perform as particated. I am Happy with My Purchase and Will Purchase a Pair for My Husband If Another One Becomes Available. Thanks!",1,2021-04-18,1
j,5,"Apple Ecosystem, and Anc",United States,1,"I find that the ease of access of tole earbuds with the ""popup"" is very nice, However not exclusive to airpods (Mainly used in android alternatives). You are the Most Balanced Earbuds i've Owned Sound Wise, and They have great anc. I also like The Design of the Case and Buds, They Stay in Remove Nicely. Only Reason not to purchase is If you don't own an Apple device.",0,2021-08-04,1
Kenneth Martinez,5,Awesome,United States,1,"These are the best earbuds ever! 
 I use them in the gym all the time can’t hear anything but my music Also Comfortable and Almost Never Fall Out I Recommending Getting Apple Care On Them As They Are Water Resistant Not Water Proof",0,2022-01-20,1
kaylin quint,4,they airpods are Better If you don’t get renewed but the renewed oons do really good also,United States,1,they work Well,0,2021-12-25,1
sebastian,4,Mine Were Good But ...,United States,1,"Straight Away, these Airpods, at least the ones i got, work. Like an idiot i didn’t read the reviews unni i had already purchaseed them, so i spent the whole time they were share Shipping over Werrying that they would be broken. Luckily they came in near perfect condition (with the tiniest of scratches). However Looking Back I Wouledn’t Risk Buying Them for 20 Dollars Less Becouse Based On Other Reviews, Sub Are Faulty. But you do you.",0,2020-07-09,1
Roy,4,Bluetooth Connectivity is a Breeze,United States,1,"The Noise Cancellation is Good 
 The Battery Life is Dent On My Pair of Apps When I’M Not Using Noise Cancellation and Transparency Mode. I get a longer use of the batteries by using one airpod at a time.",0,2021-07-11,1
Sam,5,Solid Purchase All Around,United States,1,"Noise Cancellation is Awesome, Easy to Use, Quick Charge, Good Sound Quality. Bangin ’Purchaze.",0,2022-06-07,1
Skye,5,Great,United States,1,Came in fantastic condition though they were brand new they are definitely worth it,0,2022-06-07,1
Bryce Dill,3,"Great Sound, Mediocre Quality, Awful Battery.",United States,1,"EveryThing was fine for the must but my Battery was extremely Worn Down. I GOT THEM OUT TO MESS WITH THE SETTINGS, WHICH LASTED ABOUT 30 MINUTES, AND ONCE I WAS DONE DISEED THE HAD GONE DOWN TO 75% ALREADY. (Yes, They were Fully Charged When I Started Using Them.) This Could Be a defect and i just drop really unlucky, but consider this renewal service is so close to the current Price of the Headphones, This Kind of Stuff Shouldn't Beer Getting Through. I WOUD DEFINITELY RECOMMEND JUS SAVING THE CURRENT BUCK TO GETSE AT PEAK QUALITY. The Headphones Themselves Are Great, This Service Is Not.",0,2021-04-17,0
josh z,2,"Renewed Pair, Left Won’t Connect",United States,1,"I Didn’t Expect Much from A Renewed Pair of Airpods, So I’M Definitely not disappointed or Anything. 
 The Left Airpod Won’t Connect, and I Can see visible Marks of the Repair in the form of gue and marred up plastic. 
 The Right One Worked, Though. Sending Back for A Refund to use on a new pair.",0,2022-08-24,0
