username,rating,initial_statement,country,verified,review,usefulness,date,positive
Amazon Customer,4,Good condition with all accessories,United States,1,"These came with a few smudges and scratches, but if you are used to buying renewed products this is completely normal. I gave 4 stars because they came with 1 large tip and 2 medium tips without the small tips. I am small, so I needed the small tips and therefore had to order them separately. Every thing else was great!",2,2022-03-12,1
Ronald Rivera,5,Best decision ever!,United States,1,I was a bit skeptic because of the bad reviews but I can honestly say I'm glad I ordered them for that price. My teenage daughter hasn't stopped talking about them and says the sound quality and noise cancellation really helps while studying. I gotta say I just might get me a pair ... great buy!,9,2022-08-24,1
Bernadette,5,I am so happy with this product!!!,United States,1,I was very worried about getting this AirPods pro renewed but I am so glad that I made the decision to get it!!! It is like brand new. No scratches and the quality is great! Battery life is awesome. Lasts longer than my first AirPods. Works great!!!!,1,2022-08-31,1
KC,3,"Glitchy, lost, untraceable.",United States,1,"I’ve had some glitches since the beginning with these - spotty use when I’m on a call if I’m in my car, and my phone constantly telling me I’ve left them behind when they’re in my hand. Wasn’t a huge deal that the location services clearly weren’t accurate…until i misplaced one of them. And now it’s telling me the one I’ve lost is in the middle of a highway where it clearly is not and I have no way of knowing where I actually lost it. Very frustrating given how much I spent on these and the fact that they’re supposed to have such great ability to be tracked if lost. Of course my phone did NOT attempt to notify me when I had, in fact, left one of them behind. Pretty disappointing. Should’ve just purchased brand new.",0,2022-04-11,0
Jacob Averett,5,Like brand new,United States,1,I like that they read my notifications to me and cancel the noise.,0,2022-11-07,1
Nadia,5,Excellent Condition (Brand New) - can't tell it's refurbished,United States,1,"Very impressed with A4C. Excellent condition. It's refurbished, but you won't see any difference between this and a brand-new product. Set up in seconds, each pod and charging case works 100% Brand new cable and ear tips.",3,2022-09-26,1
Gabriel Gomez,5,Insane purchase!,United States,1,"These AirPods literally look, feel and sound brand new. I’m genuinely impressed with the overall quality for “Renewed”. These can easily pass for brand new!",1,2022-10-16,1
Ariel D.,3,Quality up for grabs,United States,1,"The sound quality isn’t as loud as other airpod pros I’ve received. I didn’t quite expect them to be perfect or still in plastic when received them, but I still expected them to have better quality than I’ve received.",1,2022-09-30,0
Ford power,5,Sound of music,United States,1,As described and received ahead of schedule,0,2022-11-09,1
Robert Love,5,worked like new.,United States,1,"Worked great, no problems or blemishes. Very good product.",0,2022-11-06,1
Hectorb95,3,Worked good,United States,1,I tried them out and worked but the thing is it looked like they weren't going to last long because they where cracked open by the ear tip and airpod connecting area. I couldn't keep them because of that. I'll just buy new even tho it's going to be my second pair.,0,2022-09-13,0
JB,5,Great purchase!,United States,1,Bought these for my husband for his birthday because he lost his last pair. Condition was mint and they work fantastic. Definitely recommend ⭐️⭐️⭐️⭐️⭐️,0,2022-10-11,1
Alexander,4,Buenas condiciones,United States,1,"El producto se ve en buenas condiciones está en prueba, la entrega se tardó 3 días más de lo previsto.",0,2022-06-03,1
Kamari Brown,5,Great!,United States,1,They appear to be (and function) like they are brand new. I went from the first generation of the AirPods so there is a substantial difference with these ones and they are great. Very happy with the purchase.,1,2022-09-06,1
planet j,5,I recommend these 100%,United States,1,They got here really quick and i checked them out and they are legit and look brand new (i went through the seller chubbiestech) i would definitely buy again !!,0,2022-09-19,1
Ashley Adams,3,Great quality.,United States,1,I was super nervous at first because they were “refurbished” but they were in excellent condition. Works perfectly!! So happy with my purchase,0,2022-10-05,0
Ina Jones,5,MUST BUY!!!!,United States,1,I was scared to buy these at first because there such a huge price difference. T-mobile wanted $250 for the exact same ones amazon was selling for $159 however i took a leap of faith and mannnnn i’m so glad i did they are 100% legit airpods and the sounds amazing. Amazon does it once again!,14,2022-08-06,1
Rolando Nunez,5,Battery life,United States,1,Small,0,2022-11-18,1
Juan G. Vargas Garcia,5,Light & comfortable,United States,1,"They do a good noise cancelation. Not like a Bose but still very good.
Sound quality, same!",0,2022-10-13,1
Y. Kim,5,Shady practice but I got lucky,United States,1,"Part 1: ""amazon renewed""
it sounded like amazon returned item so I ordered with confidence but afterwards found out it was a random marketplace vendor with many nightmare reviews. Luckily mine turned out to be great: charging case has some minor scratches but overall like new as described and am very happy. However I am disappointed with amazon playing this vague game hiding the product origin... if it was clear I wouldn't have ordered it.
Part 2: airpods pro
This is my first wireless ear buds, have had bose wireless headphones for years, and wow.... this is a whole new level of freedom. Sound quality, noise canceling aren't as good as headphones of course but it's really pretty good and the convenience and comfort ... absolutely worthwhile tradeoffs especially for people like myself wearing eyeglasses.. wish I had it sooner",0,2021-11-13,1
Alexander Benitez,4,"Almost new, few minor scratches on case",United States,1,"Mine came almost new, just a few almost invisible scratches on the case. So far so good, awesome sounds quality and connection between apple devices.",0,2022-05-10,1
Ashley Mullins,4,They are renewed soo,United States,1,When I have a hoodie on it’ll rub against and I can here it but other then that they’re great small bug issues but other then that I have no problems with em,0,2022-04-14,1
Stephanie L,5,Why pay full price when you can get these?!,United States,1,"I’ve been debating the purchase of AirPods for awhile.
I have a $30 pair of wireless earbuds that work great and have decent battery life, so why?
Well, I enjoy my Apple products and then my daughter got a pair of AirPods for her birthday. I used them one day and I really liked them.
I started to look into the AirPods Pro and then the price jumped up.
So when I came across the refurbished product, I figured I’d give it a shot.
I received the product with plastic on it and all of the original accessories packaged, seemingly untouched.
So glad I didn’t pay full price! Love a deal.
I like the noise canceling option, something my beloved $30 pair doesn’t offer, along with the spacial audio and transparency option.
Battery life has been great so far.
The different sized ear buds are handy and I’m still figuring out all the things the AirPods can do when paired with my iPhone.
I’d definitely buy again.",2,2021-03-03,1
Veronica,3,Battery dies so fast. Has a crackling static sound.,United States,1,"Dies quickly, static",0,2022-11-04,0
Sarah JoAnn Castellon,5,perfect,United States,1,"they were delivered quick, and everything came great. they work so well, the sound quality and noise cancellation is amazing. i wouldn’t ever be able to tell they are refurbished! they work perfectly 10/10 recommend!",0,2022-09-04,1
Dylan Sturgis,5,Don't let the scary stories in the reviews here dissuade you too much.,United States,1,"I was honestly concerned, seeing the reviews here, about what I'd get when the product arrived. Lotta horror stories about buzzing noises or otherwise non-functioning earbuds.
My experience? I paid $30 less, and aside from minor cosmetic defects on the case, they're absolutely flawless. All the features that I wanted to work, work (even with an Android phone, no less) -- Wireless charging, active noise cancellation, transparency mode, the whole nine yards. They're earbuds, so they're not exactly studio monitor quality when it comes to sound, but the sound is clear and detailed enough for 95% of listeners, and isn't too heavy on bass or too thin.
For $30? Yeah, I can deal with a couple scuff marks. It's a piece of technology to be used and enjoyed, not a fashion statement. Totally recommend buying these in lieu of a brand new set, and even on the off-chance you do get a dud, Amazon's return policy is kick-ass.",17,2021-05-20,1
John M. Livelsberger,5,Another great refurbished Apple product.,United States,1,Great refurbished product. Works good sounds fantastic and I love these ear buds. Finally Apple ear buds that don’t fall out of my ears. Highly recommend.,0,2022-09-22,1
Billy Saggio,5,Works like new,United States,1,Works like new,0,2022-11-06,1
Katerina,5,As good as new,United States,1,Clean and works well. A great way to save money.,0,2022-10-21,1
Kha To,4,good,United States,1,good,0,2022-07-03,1
LEE TONG SENG,4,Good noise cancellation but lasted 3 weeks only,United States,1,Good noise cancellation but lasted for only 3 weeks and the RHS earbud NC gave way and failed to work. Sent to repair on 01- Mar-2022. “Renewed “ item though 3/4 of the original price but quality also discounted!,0,2022-03-01,1
Esteban Castro,5,Excellent purchase,United States,1,"It was a good purchase. The sound quality is terrific, they work pretty well and they arrived in excellent condition. The AirPods and the charger were clean and working very well too. The box was a little scratched, though.
Anyway it's definitely a excellent purchase.",2,2022-07-28,1
CTupper,5,"Perfect condition, great sound quality and an awesome deal!",United States,1,"Airpods - The headphones themselves are awesome. Everything sounds great and the noise cancellation is really unlike anything i’ve experienced. I used them on a plane for the first time and was shocked by how much sound these cancelled! As for the battery life, I wear them a few hours daily and I’ve never heard the dreaded 10% battery sound.
Amazon Renew - These came in the original box with all of the accessories you get with a brand new pair. There are zero visible scratches or imperfections anywhere and when compared to my boyfriends unused pair I truly couldn’t find a single difference. This is a great option if you want to save a little money! I saw reviews saying these were fake or that this is a scam which I knew wasn’t true when I bought them but I can now say with 100% certainty that I believe these are authentic.",0,2021-03-29,1
Bernard K Hurley,2,Don’t purchase ‘Renewed’ AirPods,United States,1,"I listen to podcasts and audiobooks. As such, I’ve purchased many earbuds over the last 10 years, most of which were < $100. Wanting a durable earbud with good audio (particularly for making / receiving calls), I finally chose the Apple pro. To save money I chose a ‘Renewed’ Apple product.
I made my purchase on Nov 19, and have been very content with the quality - so much so that I decided to order another pair for my wife on Dec 8. However, on Dec 9 I began having connection problems with my earbuds. So I decided to do what I sometimes do with Amazon, I decided to exchange. This is when I discovered the pitfalls of buying a ‘Renewed’ Apple product.
First, unlike most Amazon purchases, there is no return / exchange option for renewed Apple EarPods. There is, however, bureaucracy. After a closer look at my options and an hour on the phone with Amazon and Apple, I discovered that my earbud warranty (with the vender) expired on Dec 10. My only option was to send the buds to Apple for repair.
I immediately decided to cancel my second Amazon (earbud) order. However, just like my first order, there was no cancel option for the second earbuds. They were in the mail. I received them the next day.
At this time I have initiated returns through customer service and I’m waiting for follow up via Amazon. I will modify this review accordingly.
The lesson, if you want Apple EarPods, buy new.",0,2021-12-12,0
Kasey Farley,5,Works just like a brand new pair. No issues,United States,1,They work just like my brand new air pod pros but for half the price!,2,2022-10-09,1
shopaholicme,5,Looks and feels NEW,United States,1,"I have yet to have a problem with any products I buy renewed by Amazon. I made sure I purchased from Amazon and shipped from Amazon. They came in original box and look and feel new. I have the charger,instruction book, and everything looks new! I was able to pair it with my phone and computer. It took a bit to pair even though my iphone recognized my airpods. I just turned on and off the blue tooth and now it's like nothing. I received these in one day and i am also using them as we speak with my air mac computer and they paired easily via sound and turning on bluetooth. The sound is clear and I am loving them. So glad I got them renewed and with a discount with my credit card.. I couldn't pass these up.",0,2021-06-03,1
weecho,5,lovely sound,United States,1,Great sound better then other brands .noise cancellation is the best sound quality can’t ask for better sound,0,2022-10-02,1
AliaJenea,2,Attached to find my iphone,United States,1,I mean they worked great and all but they were still attached to someone else’s find my iPhone so I had to return them and the return took well over a month. I had to end up reaching back out to people 3 different times (after they already received the item back) before they gave me my money back.,0,2022-12-21,0
Will,4,"Brand new quality, bluetooth issues",United States,1,"Battery life, sound quality, noise cancellation are all good. They felt just like they were brand new except I had connection issues for the first couple weeks. My phone kept forgetting the device and I had to reset the AirPods every time I closed the case. I don’t have this problem anymore and they work perfectly, but it was extremely tedious before they somehow fixed themselves.",0,2021-12-15,1
Andrea R,5,Great sound - worth the price,United States,1,"I've had these ""refurbished"" wireless earbuds for about 8 months and they are worth the price. I haven't had any issues with them, which makes me think they were bought and returned and not refurbished in any way. I'm glad I bought these instead of paying full price for the same product. I've always been happy with Apple products. I use these at work to listen to music and cancel out the sound around me so I can focus on my reporting. I paid a little more and bought these Pro earbuds after reading other reviews and because of their noise cancelling. The lack of wires makes it easier to walk around and keep them in my ears. They have a great battery life too. I only have to charge them every couple of days or so.",0,2021-07-14,1
Brandon,5,Just like new,United States,1,"Save the extra money and get you a pair of theese! They are just like new, everything works perfectly.",0,2022-09-21,1
acardonad,5,Great quality,United States,1,Excelente buy! Delivery right on time! Will definitely buy again,0,2022-10-05,1
Enjoy the sunshine,4,Broken twice,United States,1,Buy the plan to go with them,0,2022-05-18,1
Anhuar Kaleb Cortes Mayorga,5,Buena opción,United States,1,"AirPods originales, buen aspecto físico y funcional, algunos rayones en el case MagSafe, buen precio y envío súper rápido a Colombia.",0,2022-09-15,1
brad,4,Only had them a day but they seem to be as good as new.,United States,1,They’re in perfect shape and came with the original box and all it’s contents. I confirmed that these are 10% authentic through the serial number on the Apple Website.,0,2022-02-28,1
Brandon,5,I love them,United States,1,My AirPods Pro got delivered today and I love them!! I was kinda doubting them because of their price but I love it they act and sound like the new versions it is recommended to buy you will love them they don’t come with a box or at least mines didn’t they come in tiny plastic bags the case in one and a brand new charger in one these are the best I love them and I’m sure you will toooooo!!!,0,2022-03-23,1
Julie Guzik,2,AIRPODS STILL ARE CONNECTED TO PREVIOUS OWNER!!!!,United States,1,These work perfectly fine BESIDES the fact that the PREVIOUS owner is still linked to these AirPods making it to where I can’t track my AirPods when I loose them! And I constantly get ANNOYING updates saying the owner can see and is TRACKING my location which is honestly creepy as well.,0,2022-12-12,0
outofethers,1,Dirty and noise transparency does not work,United States,1,"So I was willing to give these a shot because of the money I’d save compared to buying new ones.
The first pair I got was nasty. The case was so scuffed and dirty, opening the case and looking at the buds you could see ear wax inside the tips. Really, really gross. Definitely not “good” condition and definitely not worth the 192 dollar price tag. Nevertheless, I cleaned them with some isopropyl to give them a shot. They paired to my phone pretty seamlessly, as I’d expect from owning the 1st generation AirPods for years. The sound was good, but the advanced sound features did not work. You could not tell a difference when in noise suppression or noise transparency to even just having the features off. No difference at all. So I requested an exchange and sent that pair back.
Second pair was in a lot better shape than the first ones I was sent, so that was nice. Although the earbud tips still had earwax in them (seriously amazon, the least you could do is clean the damn used products you’re trying to resell). Anyway, same as the first set, they paired to my phone with no problems and the sound in them was fine. Still tho, none of the advanced sound features work. Again, I could not tell the difference between noise suppression, noise transparency or the features being off altogether. I’m sure it’s not my phone either, as I tried pairing them to my girlfriends phone as well, with the same results.
In the end, I requested to return for a full refund and I would rate the overall experience a 1/5 because of the gross ear tips and the exceptionally poor shape of the first pairs case.
If you’re planning to buy used from Amazon warehouse, just be aware that you may be getting a product in way worst condition than what’s advertised, with somebody else’s earwax in the AirPod tips and with critical features that don’t work. Which is probably why the original owner ended up selling them anyway.",2,2021-08-06,0
Jack,4,You can use noice cancellation with videos it’s amazing,United States,1,Love the sound the noice cancellation with music is amazing,0,2022-05-02,1
Ali,5,Buen producto,United States,1,Bueno,0,2022-10-24,1
linny,5,Liked,United States,1,Liked,0,2022-10-21,1
Kim,5,Excellent!,United States,1,Excellent product!,0,2022-10-18,1
Jimmy Spears,3,I’d buy new ones,United States,1,"Sounds ok, fits good, tap feature doesn’t work",0,2022-09-29,0
Andrew,4,For the price they look great sound great battery is meh,United States,1,Unfortunately the battery seems to drain rather quickly it happens with battery’s other than that they look and sound great,0,2022-03-26,1
Meagan Crane,2,Did not work!,United States,1,The left ear bud did not function correctly and would emit a static sound which made everything sound distorted. This was to be a Christmas gift for my husband and it was a bust. I hate that this gift was ruined.,0,2022-12-28,0
Amazon Customer,5,No different than a new set. Buy it!,United States,1,Product was like purchasing a brand new set straight out the apple store. There’s no difference except a cheaper price.,1,2022-09-10,1
Otto Frankowski,2,Doesn’t come with wall outlet,United States,1,"Didn’t come with an outlet to usb brick, have to buy another product just to charge",0,2023-02-09,0
Elizabeth Lykins,4,Happy to have purchased!,United States,1,"Great sound quality. Cancels most outside noise even when not in “noise canceling” mode. Easy to use and extremely useful in my life. Battery does drain more quickly than I anticipated, but charge is also fast.",0,2022-01-13,1
leonel,4,Air pods pro,United States,1,Good quality air pods pro.,0,2022-05-17,1
Tom6721,5,AirPods Pro are the best,United States,1,"My first foray into AirPods. Love these! Setup is easy and sound quality is fantastic. I can easily switch from iPhone, Fire TV, and Windows laptop. I definitely recommend these AirPods.",0,2022-08-08,1
Kenneth J. Doyle,5,Buy directly from Amazon,United States,1,"I note some one star reviews. If you order ""renewed"" order directly from Amazon. You take a chance if you order from other vendors at different price. My Amazon order comes with guaranteed back up. Condition stated: NEW. Came with no blemishes, no scratches, no dirt... All packaging and contents were new. Works as advertised. I am very pleased. I place in ears and do work out and around my home and never loose contact. Don't even carry phone with me. Good sound cancelling with just enough allowance for safety. I have an Apple iphone 7 for a point of reference. Good job Amazon.",1,2021-09-25,1
Juan Tangarife,5,Excelente sonido y de muy buena calidad,United States,1,"El sonido es perfecto, tiene muy buenos bajos , la cancelación de ruido es buena, las funciones que dan los audífonos para cambiar su sonido y para utilizar tu iPhone son muy buenas . El producto se nota de buena calidad y está bien construido , contenía su cable de carga y gomas de cambio para los audífonos como también la caja de carga y los audífonos todo en excelente estado , los recomiendo mucho",1,2022-03-18,1
Joey,2,Left airpod charging issues,United States,1,"I recently bought new airpods and i ordered this pair of airpods. Everything was amazing until one day the left airpod did not charge over night, i just reinserted the airpod and it started to charge like normal again, but recently the problem has gotten worse to the point where the left airpod will not charge at all. i have looked up solutions and none of them worked, very dissatisfied at the fact that it wont charge and it seems like nothing is working.",0,2022-10-25,0
Kelton onochie,5,Feels as good as new,United States,1,"I bought these pros a couple of weeks ago, and I absolutely love them, nothing seems to be wrong with it, in fact if the description didn’t say refurbished, it could legit pass off as new, based on how well it works and looks.",0,2022-06-08,1
Timothy Lindvall,3,One was defective return easy,United States,1,One was defective and picked up static through mic. Returned and got a new pair which are amazing,0,2022-08-28,0
Ms. Brenda E,5,Love these!!!!,United States,1,Sound is perfect I will buy again. Price excellent.,0,2022-09-24,1
Brad Klosinski,5,Like new!,United States,1,You’d never know these are renewed vs new.,0,2022-09-26,1
Mica Orne,5,Great product,United States,1,I’m very satisfied,0,2022-10-10,1
Ruyam Canan Tugberk,3,right part was not working properly,United States,1,right part was not working properly,0,2022-09-18,0
Marquette Smith,5,Not bad,United States,1,"I am in use of the AirPod pro and Beats powerbeats, the left ear stop working and will go out. The AirPods: nice if you have a problem, remove them and reset it up. The range away from the phone 60 feet. Great listening quality, I move to the airpod pro. They're automatically on and always connected. AirPods can even sense when they're in your ears and pause when you take them out. You have the freedom to wear one or both AirPods, and you can play or skip forward with a double-tap when listening to music or podcasts.
Assistant Support: Siri
Connectivity: Wireless",4,2021-09-05,1
Linzee B.,5,Just like new,United States,1,Works like the new ones would. Just wish they were more comfortable to wear in ears for prolonged periods of time. They start to hurt my ears after a while.,1,2022-08-02,1
NGERAK F.,4,Great sound quality,United States,1,The only thing is they keep falling out the case every time I drop them,0,2022-03-22,1
spookymadam,5,"Brand New, Fantastic",United States,1,"I was very hesitant to purchase these AirPods Pro due to a lot of horrible reviews and photos that I saw. I went ahead and did it anyway. I’ve had them since March 4 and they are working perfectly. They sound amazing. I’ve had no issues. They arrived in perfect, brand new packaging with everything Apple. They were clean and brand new looking. Zero scratches. Let’s hope they continue to work and I do not regret my purchase",9,2022-03-10,1
Andres Castaño,5,Looks like new!,United States,1,The AirPods sounds great and looks like new,0,2022-09-22,1
RRH,5,Must have and price best @ Amazon,United States,1,"I love these, and this was a backup pair at this price vs. retail. A deal too good To pass up.",6,2022-08-19,1
Cameron l.,5,Best experience with a used product,United States,1,"What I received was a genuine pair of apple AirPod pros with original box and peripherals. The box was unfortunately taped with masking tape. (can’t take that off.)
I don’t know why the other reviewers said theirs were fake.
Pros: They are real genuine AirPods for a discounted price. The ones I received came with all contents in 100% condition. Nothing broke, stained, cracked or otherwise too dirty.
Cons: The reason someone returned it is because there’s a slight buzz in the left ear bud but it’s not noticeable when playing music unless it’s a bass heavy song/ sound.
All in all 9/10",0,2021-10-19,1
Corpus H. Mercado,5,Good workout,United States,1,Comfort,0,2022-10-08,1
Tra'Lyia Heads,5,I love it but…,United States,1,I don’t like how the tip doesn’t fit my ear. None of them does.,1,2022-09-08,1
Amy Collins,5,Best headphones ever,United States,1,Awesome. Just like brand new. Sound is amazing and you can’t hear anything with them in. Stays charged for about 3 days,6,2022-08-20,1
Chanda Lawson,2,Just buy them brand new…,United States,1,I love the pros. I love the noise cancellation; you get to actually hear the music. But I bought these refurbished but the battery life is trash‼️ this was actually my second pair. I suggest you just buy them brand new.,0,2022-12-11,0
Jaxon,5,Best Renewed AirPods,United States,1,100% recommend these Renewed AirPods they are like new not a single scratch and mark and they sound incredible.,5,2022-08-21,1
Bree Castle,3,Still connected to previous owners account,United States,1,"Would have loved to keep them but they were still connected to the previous owners account. I got bounced around between the merchant, Amazon and apple on who could actually help me. Amazon was extremely helpful once I said I had already sought help elsewhere",0,2022-06-01,0
Danny C Fletcher,3,Battery life very short,United States,1,I wish I wouldn't of bought them.,0,2022-09-05,0
Denita Smothers,1,UNSAFE- Airpods still connected to someone else;s icloud and FInd My location- No way to remove this,United States,1,"These airpods were still connected to someone else's iCloud email and Find My location. The only way to remove this, per Apple, is to have the OWNER remove their email from the airpods. Of course, this should have been handled prior to shipping this to anyone else. As soon as I connected the airpods to my iphone, the original owner had my location. I promptly called Apple to correct this and was notified it had to be done prior to sending the AirPods and the only person who could remove is the owner. THey advised me to turn it off immediately, disconnect it from my icloud, and send it back to Amazon as there is no way to stop it from sharing with the previous owner.
I am VERY disappointed by this oversight as this is a HUGE safety concern. Who knows who I shared my homes address with. So disappointed in this. Beyond disappointed actually.
Prior to sending this out, there needs to be more care taken to completely remove the original owner. They HAD to have gotten the same notification I did when they connected these AirPods to another device to test prior to sending. To send it out anyway is irresponsible and dangerous. It's a tracking device for God's sake.
This is not okay.",6,2022-09-02,0
Frederick C.,3,Almost there,United States,1,"The reason I say almost there, is because I must have a deformity in my right ear. The left ear bud can be placed in and will play for six hours plus without any complications. The right earbud falls out within two hours. I have to Believe the problem is with my earbuds rather than the earbuds because of having no difficulty with the left one. What really constitutes a problem is that I am a quadriplegic and you cannot just simply pick it up and place it back in your ear. It becomes a pain for more than me after happening to summon help. Otherwise totally satisfied especially with battery life.",0,2021-12-26,0
Travis M,3,"Real, but had issues",United States,1,"Had one ear bud not charging right out of the box, luckily they were legit (other people didn’t get so lucky) and still had a warranty through Apple they replaced it but still a big inconvenience.",0,2022-06-16,0
Gab M,5,Almost Perfect!,United States,1,"I love these! I have been using them since i got them; sometimes not even for music just to drown out background noises. The biggest benefits for me personally, are the noise canceling options and the button controls, instead of touch. Which was the bane of my existence at the time. The only thing I’m not too sure about; is the way the sleeves are connected. 3 times now I have taken out my earbuds and the sleeve (the squishy part that goes in your ear) was still in my ear. After taking the time to make sure they click in I haven’t had much issue. I have an Iphone so the connection is perfect every time. I recommend these for everyone compared to the old versions.",0,2021-02-09,1
JP,5,Excellent,United States,1,Good quality sound. Long battery life. Very satisfied with this purchase.,1,2022-09-06,1
Zach Spear,5,don’t be scared of the bad reviews,United States,1,came in perfect condition with no visible flaws and works perfectly!! i was worried about the couple poor reviews but honestly could not be happier with the product.,0,2022-07-13,1
Gail Outland,5,Met my expectation,United States,1,Sound was the best of any AirPods I’ve owned.,1,2022-09-08,1
Demetrius,5,They are great everyday earbuds,United States,1,I love the sound quality of the earbuds they sound amazing. The active noise cancellation is astounding I took many phone calls while biking on windy days or near busy streets and not once did they say they couldn't hear me over the wind or the cars. The one thing I don't like about them is the battery life of the charging case with my use I can only charge the earbuds twice with the case before I have to charge the case. But that might just be because I use the active noise cancellation feature a lot. Overall These are great if you're looking for a comfortable everyday earbud.,0,2021-07-29,1
Amazon Customer,5,reasonable price for the item..love it!,United States,1,working like a new one..love it,0,2022-09-15,1
Garrett Andrew Jordan,3,Overall not bad,United States,1,"My only issue with this purchase was how short the battery life is. I only get a few hours out of it, unlike my Jabra 65t which would last through most work shifts. Maybe it’s because it’s refurbished, but could also just be airpod pro issue.",0,2022-05-11,0
Christian Cook,4,Good Refurb!,United States,1,"Great refurb other than they weren't reset. They were clean and battery lifes seems to be holding up. Came with all original Docs, and supplies.",0,2022-01-04,1
Peter winn,5,The seller was honest.,United States,1,"Liked everything,very good quality.",0,2022-09-18,1
Chris,2,Be careful when buying RENEWED,United States,1,These were renewed. Only one connected.,0,2023-02-06,0
M. Kolodzie,5,Very nice don’t care about the bad reviews amazing product sound great!,United States,1,Good Very nice don’t care about the bad reviews amazing product sound great!,0,2022-08-19,1
D,5,good purchase,United States,1,like new no cap not even trolling,0,2022-09-10,1
Manny,2,Buy with caution,United States,1,The sound quality and noise cancellation are solid. But this product did not work for me because they would not stay in my ears even from minimal movement. I tried all 3 of the ear tip sizes and they didn’t work well with my ears. Buy with caution.,0,2022-11-09,0
Adam,3,One airpod is not like the other,United States,1,"These airpods are a great price, but they definitely are renewed. My Airpods have issues connecting to my phone when I put them in my ears (when they are already connected). One of the airpods will connect and the other will act as if it's not in my ears at all.
Recently, I've had issues with the airpods humming. One of the airpods will connect correctly and the other started humming in my ear and not playing any sound from my phone. Now that same airpod is lower in sound volume than the other. Overall some pretty terrible luck with these renewed airpods. I'd recommend just buying a brand new pair from Costco for $200 bucks instead of playing your luck with the renewed items.",1,2021-10-28,0
Colter Landon,5,Refurbished 100% Worth It,United States,1,Refurbished sooo worth it! Works like brand new!,1,2022-09-06,1
Lee,5,Best headphones ever,United States,1,✨,0,2022-10-19,1
Sean McNair,5,Great To Buy,United States,1,really great quality everything works as new,0,2022-09-05,1
Albin Morales Fernandez,5,They are better that I expected,United States,1,"I thought that Renewed AirPods where going to be damaged or with some hidden damages on the sound quality, but actually they are great, the sound, the noise cancellation works great, sure they have some scratches but they are invisible at distance only way to notice is looking at them really close. Overall it’s a great product",2,2022-02-21,1
David Souza,4,Charging Is laborious.,United States,1,"The Ipod pros I purchased don't fully charge, without having to take one out, and allow the single one charge fully first, then charge the other. Its something that others are experiencing as well, so I suppose it's just a design flaw. I used a different case, and different Ipod pros. The problem seems inherent, because it made no difference. 🤬",0,2021-09-02,1
Jessi,2,Definitely not renewed,United States,1,"Struggled to charge, couldn’t use noise cancellation & usually stuck on some mode that actually amplified surrounding sounds while playing, & struggle to be detected by devices. Finally returning when I realized the charging issues weren’t user error & it started claiming to be 100% charged despite being dead & refusing to charge.",0,2022-10-28,0
Sami,2,The right AirPods dies even if it’s %100 charged,United States,1,"The battery for the left one is great, however the right one just suddenly turns off even if it is charged.",0,2022-12-26,0
Nick,3,Didn't worked as expected,United States,1,My newly bought airpod pro has bluetooth connection issues. So returned it.,0,2022-08-04,0
bladimir osorio escobar,5,Bueno,United States,1,"Desde que los uso muy bien, esperemos mas días a ver como siguen funcionando",0,2022-08-15,1
Alina Lopez,5,These are original,United States,1,I saw the comments and i did not want it to buy but I did and they came in good packaging I loved it it connected fast I just love it,0,2022-06-08,1
Mel,5,Amazing sound and noise cancellation!,United States,1,"Amazing sound and noise cancellation! Wasn’t sure they would work in my ears. I’ve had several other brands that wouldn’t fit correctly and kept falling out with minimal activity. These rock!!!! Just like described, it’s like they’re brand new!",0,2022-04-25,1
Matthew H.,4,Listening to music? Buy new.,United States,1,"These are pretty decent for the price. My wife has had a pair of pros since Thanksgiving. They sound excellent. However these Renew AirPod Pros have a slight crack to them when listening to the same songs. I’m not that upset because I primarily bought these for handsfree talking while driving and for active cancellation while working. When I want to jam out, I’ll just grab hers!",0,2021-07-16,1
Leonardo Arancibia H,5,"Great, but not perfect",United States,1,"Overall are really good earbuds.
The best transparency mode I’ve ever heard but I can’t say the same about noise cancellation, which it’s good, but not WH-1000XM4 good.
Good sound quality, heavy on bass and spatial audio it’s quite an improvement, but not that good if you’re an audiophile (but to be honest no audiophile will ever use earbuds anyway).
Battery life could be better but using the case to recharge it will last at least 1-2 days depending of usage.
But overall, the best wireless earbuds available (if you have an IPhone). ❤️",0,2021-08-21,1
Jeferson Franco,5,I like the product it came like new,United States,1,It work perfect,1,2022-09-16,1
Danny,4,Las almohadillas con el tiempo estorban,United States,1,"Las almohadillas con el tiempo estorban, molestan y deulen",0,2022-02-11,1
Dakota Stearman,5,Great quality,United States,1,I have had these headphones for awhile now it’s great quality and still sounds good. 10/10 would recommend.,0,2022-07-23,1
Roger Lee,5,Fantastic seller and product,United States,1,Don’t hesitate to order,0,2022-09-05,1
Shazaria,5,Basically brand new,United States,1,I’ve had mine for 5 months and have not had any problems. They arrived as if they were brand new.,0,2022-07-10,1
Dairon Berry,3,AirPods,United States,1,They are over all amazing I just can’t get with the constant notifications of someone else’s AirPods being detected. I’m assuming because they’re second hand but they’re over all amazing.,0,2022-05-23,0
JulieG_Blessed1,5,Best Gift. Can't beat the sound or quality. (read),United States,1,"Top-notch sound and quality. Well-known reliable Brand. This is the second pair that I purchased and would purchase again. I never hesitate to purchase renewed or refurbished tech products. Research shows that they undergo processes and check-lists, part replacements and testing before they can be sold. They are returnable as well so you can't go wrong.",1,2022-01-31,1
